Height(Inches);Weight(Pounds);Sex;Age
66,91173;146,0408;F;18
68,65328;117,6621;F;27
67,75543;135,4845;F;22
66,36233;131,4949;F;23
67,6272;127,833;F;20
68,21944;123,405;F;21
67,57571;136,8255;F;19
67,02379;137,789;F;25
67,57237;141,6039;F;20
65,6522;109,4063;M;26
65,44991;102,5063;F;20
70,32828;163,8992;M;21
69,08622;118,9012;F;18
68,33335;126,7698;M;19
66,29224;134,6024;M;18
68,16586;120,86;F;20
66,04152;136,2559;F;19
70,48553;147,5044;M;20
66,67757;125,5265;F;26
66,65461;115,3878;M;22
69,63744;140,8728;M;30
67,68649;108,0794;M;22
66,58507;98,00565;M;22
68,3482;119,2853;M;18
68,92806;112,4171;F;22
68,53403;146,0566;M;23
71,3806;133,3801;F;25
70,11959;152,4782;M;25
66,25934;130,2875;F;18
69,53489;155,4037;F;22
67,46936;139,8139;M;27
66,51039;119,1722;F;19
69,92009;138,286;F;19
67,79021;107,2949;F;20
66,83271;108,3566;M;22
70,99707;117,9595;M;20
66,68384;130,0104;F;21
65,32131;105,6657;M;23
67,3587;115,0555;F;26
64,04389;103,6805;F;20
67,25724;117,0895;M;27
70,83582;129,5163;F;24
69,2102;129,1965;M;18
65,91382;119,2019;F;22
68,89983;128,3612;M;21
68,6346;133,2154;M;21
65,36955;121,3485;F;19
66,25718;109,8669;F;24
69,18027;130,5783;M;23
69,53816;118,921;M;23
66,66547;122,2455;F;19
69,35299;131,5557;F;18
65,99078;103,7061;M;25
67,55311;134,4433;M;21
65,95292;130,1628;F;23
69,74893;109,4178;F;21
68,13165;120,4415;M;21
64,53068;114,9703;M;21
65,95702;132,643;M;21
70,27411;120,3263;M;21
68,30787;132,9732;F;22
69,93158;136,795;F;30
68,76325;128,7979;M;19
68,68206;142,8603;F;22
68,32988;133,13;M;35
68,04129;143,2981;F;18
67,9522;117,0683;M;22
65,7157;118,3454;M;23
72,12643;124,3554;M;19
66,79918;118,7239;F;30
67,49036;123,5892;F;22
66,88022;126,7582;M;23
68,25984;137,6865;M;25
66,6257;130,5098;F;21
64,15701;113,9842;F;25
65,30643;110,9035;M;19
71,83145;146,3799;F;21
68,43502;128,2374;M;26
64,79043;115,6001;M;22
69,24446;129,4057;M;25
70,28435;125,6591;M;20
72,99453;126,8912;F;19
70,41651;131,3277;F;27
65,79611;132,5054;M;19
69,49913;129,3703;F;33
65,87009;110,5038;M;26
65,0852;106,2354;F;22
70,61194;129,5963;F;22
71,39877;131,9176;F;19
66,29704;122,9437;M;22
65,64143;121,4597;M;30
69,78249;138,3473;F;24
68,32625;135,247;F;21
69,02806;100,8881;M;21
68,87437;122,2625;F;25
66,7959;119,0778;M;19
68,62814;139,7986;M;20
71,19139;136,2042;F;20
65,4116;122,3825;F;22
68,84184;134,2696;F;25
68,8806;123,1216;M;21
65,73631;127,6449;M;18
69,30987;131,7523;F;21
64,15534;114,2796;F;26
72,89442;133,7642;M;18
66,41814;142,6604;M;23
65,886;119,2969;F;22
69,06664;131,9619;F;25
67,96217;125,9612;F;28
68,68041;131,3237;M;22
68,515;118,9934;F;24
67,37231;127,9334;F;26
63,67556;114,3381;M;23
65,76516;123,8141;M;20
68,71711;137,0437;F;20
69,62402;119,3894;F;22
66,8157;107,8753;F;25
64,54403;123,3058;M;19
68,37687;116,9408;M;21
67,70961;120,4639;F;25
69,79282;107,1216;M;20
70,33109;134,1242;M;19
71,11525;142,3554;M;24
70,50683;131,8652;F;18
67,3265;117,8718;F;20
70,37423;134,2731;F;23
68,93535;136,6499;M;18
68,74748;139,4778;M;25
66,31697;126,7884;M;19
67,96141;137,7632;F;27
68,02516;125,7112;M;20
68,54611;134,6283;F;20
73,72628;142,811;M;20
66,30109;124,8609;F;27
69,84513;134,2394;F;21
66,34608;112,6472;M;23
69,22406;120,5706;M;18
65,20241;126,6356;M;23
68,16207;122,2711;M;24
66,17376;114,6814;F;23
65,82561;137,7805;M;19
70,49243;122,7935;F;22
66,86335;129,0675;F;20
69,00819;121,8091;F;21
69,09268;139,8642;F;23
68,4858;137,6952;F;23
70,05821;124,648;M;26
63,92011;136,3251;F;25
69,10662;124,9316;F;20
68,37383;124,5664;M;19
67,81685;147,8495;M;21
68,35014;121,062;F;28
66,20868;134,3163;F;21
69,82296;145,8658;F;22
69,83591;128,6599;F;26
70,09777;148,3039;F;21
65,74923;118,5265;M;39
67,2496;121,1303;F;19
67,01302;106,3264;M;22
67,86604;142,5205;M;20
69,51352;143,2796;F;24
68,79671;119,9716;M;26
71,3044;142,1026;F;19
68,74348;130,4;F;25
68,21948;129,4293;M;25
72,8674;128,4835;F;18
67,8235;113,0689;M;22
65,2038;116,4099;F;18
64,55504;115,4541;M;26
68,46274;121,7866;F;30
66,08879;114,1458;M;23
66,53332;109,2672;F;33
66,75524;102,657;M;20
68,20629;130,9008;M;26
69,60968;141,8457;M;21
65,68272;138,0014;F;22
66,5195;122,4759;M;24
63,30338;120,175;M;26
67,19227;115,3758;F;21
64,59287;115,1326;F;25
67,61165;134,6538;F;25
69,54174;123,5377;F;23
72,4977;133,2865;F;22
68,60441;135,2291;M;25
68,26375;118,0737;M;21
66,51715;125,0585;F;18
66,7498;134,2382;F;20
68,57715;126,5512;F;20
68,15554;118,1801;M;23
67,67131;116,6818;F;18
69,25188;149,0548;F;28
67,63059;122,7405;F;18
70,5553;128,8346;F;23
66,51049;122,1635;M;21
70,06291;134,2863;M;20
68,95425;140,8941;M;20
67,76337;115,7462;F;22
66,16295;122,7829;F;25
70,23017;148,6758;F;27
66,85157;128,1767;F;28
69,98998;135,2626;M;21
69,57826;129,3778;M;21
67,82307;113,7661;F;18
66,16931;118,1876;F;21
64,97487;119,7272;M;24
66,75172;111,0794;M;22
67,03147;122,6207;M;22
70,78522;149,449;F;18
69,08702;127,2521;M;20
66,56877;140,5165;F;33
65,65581;103,6644;F;24
69,91828;129,1403;M;18
68,10072;143,8415;F;25
65,21574;115,4829;F;21
65,92987;131,1892;F;21
66,78368;134,2093;M;25
66,63773;137,8539;F;23
70,115;136,2478;F;24
71,87742;145,386;M;19
69,37969;143,8422;F;22
67,09682;120,5931;M;24
68,90441;122,8529;F;22
67,59411;124,496;M;26
69,73864;107,3653;M;21
66,47251;136,4277;F;23
68,96672;149,0714;F;18
69,183;137,1885;F;28
69,12592;137,31;M;19
67,06716;139,6149;F;20
66,43504;116,7063;F;28
68,03354;133,7463;F;20
70,66473;134,2961;M;19
66,95512;118,338;M;24
71,13236;144,4866;M;22
64,10697;120,6126;M;21
69,43162;145,1667;F;18
67,23457;113,2283;F;24
70,20178;112,7536;M;21
65,73987;123,1815;M;24
66,55121;121,9317;F;18
67,72679;119,4187;F;22
71,22324;132,9604;F;24
64,72674;127,4027;M;23
67,36195;122,3824;F;22
68,42406;132,2244;F;24
69,81064;124,3983;M;21
70,14812;111,3963;M;21
66,31497;123,1817;F;24
67,25945;103,6091;M;24
66,24777;123,5493;M;23
67,13633;142,1095;F;18
68,44022;129,7913;M;23
72,07034;136,4478;M;22
68,48039;120,6969;F;21
67,12369;122,3988;M;22
67,94203;138,1901;M;26
68,01522;119,8895;F;22
67,83753;110,6977;M;18
67,08281;131,6536;M;21
66,13397;125,3077;F;24
70,17398;138,519;F;20
73,12686;139,2637;F;22
66,29478;132,4121;M;26
67,48723;128,3885;M;28
63,84013;127,6618;F;22
71,23226;137,9139;M;27
68,93456;131,205;M;19
65,31508;126,5417;M;20
72,89094;144,8666;M;20
66,85445;123,4989;F;27
67,71429;129,7462;M;19
66,99515;145,3356;F;20
62,48643;115,2889;M;20
68,4545;119,9549;M;27
66,18029;112,1502;M;22
68,29449;127,8367;M;24
68,5935;137,6326;M;19
68,13211;121,9201;F;19
70,55532;131,9945;F;26
71,26895;135,8511;M;26
70,71689;133,3027;M;23
68,27433;123,0711;M;20
65,85545;125,7077;F;19
67,19789;130,9707;F;19
69,03473;143,7162;M;20
70,96078;138,1647;M;22
68,99354;146,7285;F;25
66,75706;133,1515;F;19
67,73694;123,5134;M;20
68,31951;129,2444;M;25
66,24969;121,9078;F;21
68,70678;128,4009;M;24
68,0356;140,9392;M;20
68,96343;137,3493;F;21
67,50309;129,5348;F;25
65,02611;131,0273;F;21
70,0671;146,3213;F;24
65,36984;97,06459;F;19
66,73719;119,8514;F;21
68,25009;124,1159;M;21
68,91447;144,9636;M;18
69,42874;117,0746;M;33
69,11436;126,7865;M;19
67,99857;112,9692;M;22
70,26098;141,588;F;19
68,64432;124,0298;F;19
66,17354;125,5482;M;21
70,00471;122,1783;F;19
66,31189;118,2902;F;23
65,90206;116,5597;F;20
68,25885;116,5077;F;24
70,75448;147,473;M;20
67,08351;131,7851;M;21
67,02122;132,2825;F;28
70,51041;134,3807;F;20
67,60778;119,8518;F;21
68,83486;136,1642;F;31
64,254;114,5097;M;20
71,91722;138,2213;F;23
67,82529;133,2127;F;28
66,34443;126,5382;M;22
69,22459;129,8661;F;22
65,53683;122,7073;M;23
66,65738;111,8648;F;20
69,74106;128,2887;F;19
68,77304;120,5732;M;20
67,66713;122,1059;F;21
71,04389;145,6585;M;19
67,97438;116,155;F;24
69,01111;137,4236;F;23
70,97446;137,894;M;22
66,09937;114,8329;F;21
68,2026;136,3654;M;20
71,18778;148,7839;F;20
70,10012;118,7125;F;30
67,40562;118,3544;M;18
71,0495;152,5436;F;20
69,10354;128,9651;F;24
66,99674;124,5497;F;18
67,55177;118,077;M;23
66,04561;100,3573;F;20
69,97684;120,8445;M;26
69,59421;136,3666;F;24
69,50004;129,3228;M;23
66,70728;129,9114;M;35
67,74378;116,261;M;25
69,52156;137,5933;F;18
68,65583;106,9772;F;18
66,58063;118,7891;M;28
67,31123;127,0282;F;23
69,21023;135,7681;F;19
69,76802;127,8121;F;19
71,36846;127,9637;M;20
64,91466;121,4664;F;22
65,91717;100,2395;M;21
68,79172;115,6267;F;23
66,86831;124,0965;F;34
68,85311;124,2217;F;26
64,99322;112,2167;M;20
70,31634;132,5438;F;20
65,07995;107,1524;M;25
68,55692;119,8364;M;28
65,03755;123,5259;F;21
68,97846;134,4521;F;19
68,1677;125,5112;F;23
70,25241;133,5386;M;26
68,35771;133,3158;F;25
71,59998;144,3195;F;24
67,62775;140,8419;M;21
71,9168;147,5959;F;19
64,91759;114,7572;F;22
68,03944;117,7686;F;27
68,83719;140,7958;M;20
68,42447;134,2855;F;19
67,19277;110,2144;F;19
67,95936;107,3158;F;23
69,13031;122,8845;F;20
66,53698;118,2503;M;18
69,3362;125,8938;F;23
69,66919;127,4892;M;20
69,32642;153,3295;F;26
71,67815;124,592;F;32
66,81763;106,8565;F;18
67,96098;133,7046;F;26
70,27599;124,6664;M;19
70,83387;132,0587;M;23
71,95684;138,0874;F;20
65,53739;130,3727;F;20
67,20098;118,1746;M;20
66,84158;134,8257;F;22
72,22081;123,7257;M;25
68,23933;128,9637;F;19
69,34904;151,0629;F;19
67,54027;126,6496;F;18
66,55953;114,8614;M;28
69,42919;133,6709;M;26
68,77479;137,1665;F;22
67,11564;139,5681;F;23
69,7283;127,7704;F;22
69,71847;119,206;F;20
67,00926;131,5259;F;28
70,23583;124,1454;F;25
68,05243;140,9604;F;19
66,81973;111,675;M;22
64,33826;131,6378;F;22
69,21901;133,7032;M;33
70,30269;133,0611;M;22
67,7681;115,596;F;24
68,28813;127,7475;F;24
70,67229;136,774;F;21
67,56648;135,1199;M;21
68,2033;117,4256;F;18
70,82652;128,3953;F;20
68,76882;124,6462;F;20
66,21644;140,4212;M;23
69,94665;129,9599;M;21
66,82673;116,1417;M;19
70,62106;138,8435;M;23
65,96267;131,9172;M;21
68,32852;120,174;F;19
68,14281;117,9655;M;26
67,68342;132,2259;F;24
62,29058;100,38;F;21
66,56289;112,8575;F;20
67,53601;127,3499;F;19
69,9728;128,0357;F;20
71,62721;148,2612;F;25
68,87831;118,697;F;20
68,90985;125,1128;M;18
68,48804;126,9495;F;20
64,492;116,0879;M;23
68,05258;130,1563;M;19
70,97223;128,6877;F;34
67,73294;124,8016;F;24
64,42714;122,3703;F;21
66,89249;121,6673;M;22
72,00652;126,211;F;20
67,8034;127,3033;F;27
70,31843;133,3873;F;21
69,6285;136,3986;M;19
68,90652;112,0078;M;37
71,01122;146,1389;M;20
69,03379;126,0906;F;18
64,16792;100,7711;F;22
67,46005;132,1034;F;23
66,31981;142,7429;F;26
61,4055;119,2652;M;22
69,07292;123,567;M;30
69,04136;129,2791;M;23
65,63933;130,0454;F;20
68,98367;146,821;F;24
67,08789;102,0192;M;18
66,9645;122,3346;F;21
64,88959;113,4712;M;24
70,18743;134,5754;F;19
70,24701;136,6864;F;19
68,65855;127,6595;F;25
66,65856;112,9117;M;22
70,81437;139,8524;M;25
62,86676;100,8983;F;22
70,1981;134,0086;F;20
67,74387;134,1832;F;33
67,78774;124,2984;M;22
66,8155;113,8397;M;19
70,47312;126,8411;M;24
67,28529;138,4671;M;19
67,63923;135,8226;M;23
69,54133;134,1394;F;30
72,09163;147,1709;F;25
69,40312;124,7091;F;20
66,90419;128,6304;F;24
64,77967;126,6038;F;23
67,71305;117,6067;M;19
67,98558;131,2976;F;20
67,39091;130,2718;F;22
66,59739;123,9308;F;25
66,03491;111,1245;F;19
71,32563;150,9399;F;23
70,89299;138,5366;F;24
69,29039;123,6542;M;19
72,50612;135,4202;M;20
66,39209;131,7184;M;24
70,22429;148,9964;M;21
70,61033;129,818;M;18
67,43213;113,7404;M;31
67,08964;142,8879;M;25
69,52539;133,248;F;19
64,80112;123,5309;M;23
69,50292;131,3393;M;30
68,89136;138,7052;M;19
69,82676;121,5695;F;24
66,19549;134,9518;M;20
67,74861;107,9783;M;21
66,53997;122,5054;F;21
67,32858;140,5876;F;24
65,01159;113,4278;M;18
68,85847;115,1244;F;20
67,21657;126,9035;F;18
68,82472;122,0827;F;21
68,38527;117,6941;M;19
67,5943;112,418;F;25
67,82269;110,7359;M;22
67,83166;134,7077;F;21
66,31882;124,513;M;21
66,99476;100,1673;F;26
66,87892;122,5671;F;20
68,38919;139,537;F;23
66,4759;123,509;M;18
68,5542;137,4336;M;20
67,83647;131,4485;F;22
70,39431;148,3386;F;23
67,58981;127,5607;M;23
65,26024;107,7349;M;25
66,7406;119,5494;F;22
68,93702;135,9338;F;25
66,45697;129,6703;F;27
67,80572;138,3332;F;21
65,5528;111,1973;M;26
66,09202;109,7177;M;21
67,50397;138,7697;M;25
68,11816;117,8952;F;20
67,24076;118,436;M;20
66,5412;139,4789;F;20
71,02195;140,13;F;24
68,32773;106,9353;M;18
69,9594;123,1594;M;28
68,32581;130,2541;M;22
69,1247;127,0935;F;26
66,52031;141,2168;M;20
66,54596;106,5251;M;18
68,83517;135,2336;M;22
69,46929;116,2368;F;21
63,84823;107,2539;F;21
67,369;125,2445;M;24
66,46618;126,7497;M;24
68,00188;124,7855;F;18
66,55544;130,3081;F;26
67,93518;129,0813;M;18
71,09441;136,352;F;20
71,90701;127,3129;F;22
66,45996;115,5565;F;21
66,28668;122,6641;F;18
67,60595;121,1687;M;26
66,90904;123,3812;F;23
66,93917;138,1009;M;39
68,73882;142,0686;M;26
69,22875;140,783;M;19
67,50325;118,1483;M;21
68,374;116,9901;F;32
65,04856;134,1878;M;26
67,64236;128,8601;F;23
66,68778;127,995;M;22
68,92306;110,6146;F;27
68,29892;147,2812;M;21
69,50429;124,4182;M;20
71,313;154,0956;F;21
68,43807;138,7187;M;27
67,13923;118,2185;F;20
71,65034;129,9864;M;23
65,08982;108,6521;M;22
65,9342;121,5126;M;23
69,09728;131,8032;M;22
67,26581;122,3023;F;27
64,38799;117,6848;F;20
66,66263;123,165;M;30
69,12113;128,1987;F;21
68,00116;120,519;F;25
66,01521;132,6177;M;23
69,06381;153,8047;M;22
65,36307;114,7964;M;18
68,5666;120,8603;M;27
64,96461;110,8094;F;27
68,04672;116,8675;F;22
68,55896;140,4034;F;23
68,99092;118,0107;M;23
66,53254;116,871;M;30
65,54329;99,65617;M;19
66,37032;123,1376;F;23
67,35006;131,78;F;25
67,37973;107,3991;F;22
68,37168;125,2837;M;22
69,43348;140,256;F;24
68,83415;126,4995;M;23
68,35128;132,1206;M;22
69,7299;126,5069;F;22
66,76921;116,9988;F;21
68,59913;113,4002;F;22
66,77606;114,8109;F;20
66,92936;108,9786;F;23
69,08265;137,5979;F;24
69,06212;122,6742;F;22
66,44597;120,8244;F;22
70,37422;139,8095;M;23
64,52265;117,7043;F;20
67,58351;149,6098;F;21
70,31109;139,4191;F;21
70,50002;137,8864;F;20
66,50098;113,2406;M;22
65,35631;117,0282;F;20
67,80355;129,6957;M;18
66,06759;137,8167;F;24
68,51708;125,1696;M;27
64,11949;112,7134;F;20
66,96134;122,761;F;25
67,96643;118,005;F;20
67,0344;143,2701;M;18
70,02335;122,6553;M;22
68,2267;139,9412;F;22
68,92581;110,0091;F;23
66,98588;136,5209;F;22
66,60277;126,6768;F;24
71,395;133,8678;M;22
67,86413;136,4188;M;21
69,13237;126,8823;F;18
67,87654;117,7937;F;21
68,76083;132,8404;M;20
67,36789;116,0168;M;20
65,16072;135,585;F;24
70,55072;125,9307;M;24
66,4049;121,0867;F;21
66,83446;136,2764;F;28
67,26086;120,1009;M;26
70,00579;133,7637;M;23
70,13397;138,0896;F;21
67,04961;127,2923;M;26
67,13933;116,9931;M;24
68,39594;143,1639;F;25
67,26621;138,2081;F;23
70,70541;140,5597;M;30
64,81425;117,1367;F;22
67,63186;134,8175;M;22
63,99001;130,4298;M;21
67,89236;120,5148;F;25
65,72178;118,9157;M;23
67,34324;124,2062;F;24
71,7701;143,3808;M;22
65,51898;102,0683;F;26
67,25056;120,3717;F;20
68,26108;134,7602;M;24
67,88764;133,5285;M;27
69,86454;151,4865;F;20
68,69896;125,0424;F;22
70,16294;133,275;M;25
64,9089;114,8393;M;22
69,99566;136,6724;F;23
66,28872;124,6184;F;21
71,21582;153,9191;F;24
67,42305;130,0958;M;24
68,73146;126,8497;F;23
67,73615;130,1305;F;22
68,15963;137,0062;F;24
69,62686;143,488;M;22
68,1477;139,4233;M;18
67,65882;111,2477;M;26
64,6576;115,7454;F;18
71,4186;152,3875;F;21
66,99874;101,7823;M;25
70,37822;138,2295;M;24
66,51704;144,9564;F;18
67,18007;126,0652;F;27
68,03524;129,5533;M;21
63,49286;100,8383;F;25
67,48731;135,685;M;23
68,98253;130,124;M;21
68,48716;114,3281;F;21
68,43382;119,7082;M;26
66,82633;117,9674;F;23
68,58959;136,604;M;20
68,21922;126,5181;F;18
68,79074;139,2679;F;23
66,59109;132,4449;F;18
65,72831;129,9469;M;20
69,45052;105,7793;M;23
67,07052;120,3329;F;24
66,06131;110,5079;F;28
64,13507;122,0272;F;25
65,8497;121,6887;F;25
68,81954;140,3287;F;20
68,01948;130,2994;M;28
66,17253;130,1025;M;25
69,20803;133,1917;F;20
69,09409;128,1301;M;18
69,50502;137,3243;F;20
69,27992;139,0344;F;25
69,8233;152,5737;F;27
69,33597;145,3588;F;20
69,64967;131,4688;F;22
68,92694;135,01;M;20
67,99845;120,3701;M;21
66,80329;131,1969;F;21
64,69195;116,3957;M;27
69,49096;133,2719;M;23
68,30048;114,0233;M;21
65,80058;110,1396;M;24
69,8954;127,7667;F;23
68,42628;122,4339;M;20
69,50113;130,9145;F;23
69,29251;143,7263;F;24
67,7469;140,5105;M;21
68,04911;117,309;M;22
69,58269;128,3045;F;25
66,98591;132,42;M;21
70,06189;151,3699;F;22
67,95494;103,0898;F;24
69,72035;135,2409;F;20
67,76978;125,5754;F;28
71,50252;134,2854;F;18
66,8927;116,1475;F;26
69,78987;145,157;M;20
69,18094;97,38482;F;22
69,55195;141,5296;M;22
66,76773;124,1834;M;24
70,68901;119,41;F;20
67,44662;110,9564;M;27
70,43882;152,882;M;18
69,38655;133,4961;F;22
67,25475;131,5363;M;20
70,51274;147,9493;F;22
68,07194;107,2294;M;30
66,82279;123,3618;F;23
72,79602;119,6208;F;22
66,80265;109,7922;M;20
68,40038;130,909;F;20
66,53305;135,1808;M;22
66,19168;110,6117;M;20
70,86937;145,8197;M;21
67,03655;118,0754;F;26
70,32482;136,9369;M;22
63,52966;111,5511;F;18
65,38477;125,863;F;22
67,61447;126,7202;M;20
69,8557;157,414;F;21
64,02049;108,3825;F;18
64,67575;112,1651;F;24
67,23841;118,3111;F;23
65,11543;108,6568;F;23
66,20656;119,9807;F;24
69,70118;126,3537;F;22
70,47463;119,7988;F;22
68,64678;126,5725;F;24
67,34344;119,4016;F;18
65,62668;120,6734;M;20
66,96462;122,5543;M;32
68,23983;119,0203;F;24
69,3839;126,4594;M;22
66,51058;112,3129;M;30
66,37135;118,6985;M;23
71,9533;132,4024;F;23
70,8278;136,0832;M;23
69,65515;129,2316;F;24
67,97516;137,9614;M;24
67,6667;131,5778;M;20
69,76989;141,3806;M;21
68,36656;134,1194;F;20
68,80647;118,5526;F;22
67,12544;116,3449;F;20
68,11498;136,6981;F;20
67,29381;131,0281;M;26
70,70649;112,1012;M;32
65,08928;131,0829;F;21
71,1406;127,4022;M;23
70,56025;150,4959;F;20
68,47391;130,8527;F;18
68,99078;147,5658;F;20
70,76446;128,8298;F;26
69,76717;131,0973;F;24
65,74663;118,725;F;21
66,98775;143,9424;M;22
64,41271;112,5632;F;22
67,19909;125,5583;F;22
67,00659;136,9352;M;24
67,64628;132,7607;F;21
67,50257;142,7019;F;19
67,6803;139,2383;F;22
73,81695;140,0915;F;20
64,48825;134,3808;M;21
64,58578;120,986;F;22
66,58703;114,208;M;20
68,7568;128,8771;F;24
67,84196;127,669;M;21
69,0289;129,4355;M;21
70,24106;122,759;M;26
66,48991;126,8856;M;18
69,47393;132,2408;M;22
66,15579;132,3362;F;23
66,50286;137,7408;F;24
71,5695;148,1165;F;20
67,4536;119,7771;F;21
65,97892;122,5452;F;23
68,36647;147,1068;M;20
67,64033;142,18;F;22
68,45333;134,8398;F;20
67,641;131,9221;F;22
65,33383;135,0619;M;27
71,61624;140,3879;M;24
69,96497;144,7957;F;20
70,31945;133,4026;F;21
68,04474;134,0615;F;27
70,72336;140,8089;M;22
68,49315;136,7987;F;20
67,94018;117,5218;M;24
66,67637;125,0994;F;20
66,33467;120,3094;F;18
68,4344;131,5393;M;18
66,06591;128,7348;F;23
68,27948;145,317;F;25
71,13503;139,9063;F;18
65,90755;111,1929;M;30
66,34423;134,0435;F;22
65,3504;109,4509;M;28
66,77512;125,6017;F;23
70,15968;125,4635;F;20
64,87603;108,8633;F;20
66,39882;122,1298;M;22
70,19458;134,7721;F;24
65,14868;118,2586;M;25
69,13566;134,8389;M;18
68,66753;149,9199;F;21
68,58656;120,5065;F;25
68,54078;131,3163;F;21
69,04324;120,7318;M;21
67,79093;145,3154;F;23
70,54534;128,9349;M;21
67,88231;132,4517;M;21
66,60399;125,7715;M;24
65,36397;88,81051;F;20
69,68018;138,3541;M;22
68,57678;127,8418;M;22
66,22321;127,7406;M;23
68,5423;117,28;F;21
67,7995;133,4251;F;18
68,63948;140,4405;M;21
67,95206;131,4384;F;27
67,73545;111,3263;M;27
67,6113;115,9311;F;20
70,69283;141,2872;F;20
68,26736;129,9806;M;21
65,89008;134,8798;F;18
73,01042;156,0944;F;21
67,67587;134,7738;F;20
66,78503;135,5158;M;22
68,32888;120,9929;F;20
70,73417;133,0843;M;22
69,43571;128,0102;M;18
69,95298;111,8821;M;18
68,38192;108,5709;F;20
66,70985;141,8568;F;22
70,25069;134,9127;M;22
67,62069;118,2398;F;18
67,58186;123,5611;F;27
65,98681;110,9755;F;23
68,78521;121,7078;F;28
68,62075;128,9687;F;20
67,27841;132,6356;F;34
65,34695;111,0262;F;24
69,76109;143,2576;F;21
69,89052;125,2298;M;24
69,03762;136,3245;M;21
67,52712;126,3744;F;25
69,42798;133,2845;F;23
69,25325;122,813;M;24
67,20804;121,3649;M;22
68,00991;139,8288;M;24
72,35641;130,8996;F;25
65,18365;137,4973;F;24
67,18597;124,8715;F;20
67,76811;122,6361;M;23
69,67532;128,1323;F;21
68,04481;110,4944;F;20
70,36942;130,4623;M;20
64,41718;124,1877;M;22
66,85948;140,3651;F;21
70,20287;132,4583;F;21
67,02928;129,9706;M;24
69,26978;144,3226;F;20
67,42833;118,4512;M;26
70,54165;133,0559;M;20
64,53151;123,7602;M;24
68,24766;125,6892;F;21
65,98542;129,7971;M;24
66,86053;106,1024;M;26
66,122;139,3225;F;25
67,34277;130,4799;M;23
67,62678;119,9616;M;24
67,02834;124,4751;F;21
67,42969;126,0978;M;20
66,99899;128,2102;M;21
69,26638;136,238;F;22
