Indice,Altura,Peso,Sexo,Idade,IMC
5538,1.7,67,F,19,23.2
5539,1.69,70.5,F,23,24.7
5540,1.75,69.5,F,19,22.6
5541,1.7,70.2,M,26,24.2
5542,1.82,82.2,M,24,24.9
5543,1.8,65.9,F,20,20.4
5544,1.72,77.5,M,21,26.3
5545,1.68,68.6,F,24,24.3
5546,1.75,62.4,F,19,20.4
5547,1.75,70.4,M,23,22.9
5548,1.67,52.1,F,28,18.7
5549,1.77,66.4,F,18,21.2
5550,1.73,72.9,M,27,24.5
5551,1.78,69.8,F,26,22
5552,1.73,62.5,F,27,20.8
5553,1.74,68,F,22,22.5
5554,1.77,74.3,M,20,23.7
5555,1.72,73.2,M,22,24.8
5556,1.77,70.2,F,19,22.5
5557,1.73,65.2,F,22,21.8
5558,1.71,66.5,F,21,22.8
5559,1.69,64.1,F,19,22.4
5560,1.75,62.9,F,23,20.5
5561,1.72,72.8,M,30,24.7
5562,1.74,70.2,F,18,23.2
5563,1.7,63.8,F,23,22
5564,1.77,74.2,M,21,23.8
5565,1.76,72,M,22,23.2
5566,1.78,78.9,M,21,25
5567,1.68,76.2,M,23,26.9
5568,1.72,62.2,F,27,21.1
5569,1.7,68.9,M,24,23.7
5570,1.81,76.9,M,21,23.6
5571,1.71,70.4,M,25,23.9
5572,1.85,66.6,F,22,19.5
5573,1.81,75,M,19,23
5574,1.72,65.9,M,20,22.3
5575,1.76,64.3,F,25,20.9
5576,1.75,66.9,M,23,21.9
5577,1.74,73.7,F,22,24.3
5578,1.82,77.9,M,18,23.5
5579,1.69,63.7,M,30,22.3
5580,1.8,66.3,F,22,20.5
5581,1.71,75.4,M,27,25.8
5582,1.73,72.6,M,19,24.4
5583,1.72,66.2,M,19,22.5
5584,1.76,71.8,M,19,23.1
5585,1.73,64.3,F,20,21.6
5586,1.72,75.4,M,21,25.4
5587,1.72,74.2,M,18,25.1
5588,1.75,77.3,M,23,25.3
5589,1.71,68.2,M,20,23.3
5590,1.7,67.5,F,20,23.4
5591,1.67,61.4,F,20,21.9
5592,1.64,60.9,F,26,22.6
5593,1.71,61.2,M,23,20.8
5594,1.73,65.6,F,20,21.9
5595,1.67,60.2,F,19,21.7
5596,1.64,69.4,M,24,25.8
5597,1.75,74.5,M,22,24.2
5598,1.7,63.9,M,23,22
5599,1.7,67.8,F,21,23.4
5600,1.71,74.2,F,24,25.3
5601,1.71,66.8,F,23,22.8
5602,1.69,55.9,F,18,19.6
5603,1.77,68.3,M,22,21.9
5604,1.76,74.6,F,21,24
5605,1.75,66.9,F,22,21.9
5606,1.82,67.9,F,22,20.6
5607,1.72,67.4,F,18,22.7
5608,1.75,70.2,F,23,23
5609,1.77,74.3,M,18,23.6
5610,1.8,66.8,F,22,20.7
5611,1.72,65.8,M,24,22.2
5612,1.72,71.3,M,22,24.1
5613,1.76,66.7,F,22,21.6
5614,1.76,73.5,F,22,23.7
5615,1.73,66.2,F,20,22
5616,1.76,76.4,M,21,24.7
5617,1.75,72.4,M,21,23.5
5618,1.79,72.3,F,27,22.7
5619,1.77,65.9,F,21,21
5620,1.83,67.3,F,23,20.2
5621,1.72,70.5,F,18,24
5622,1.67,63.5,M,26,22.8
5623,1.67,71.4,M,23,25.6
5624,1.73,63.6,M,20,21.3
5625,1.64,67.7,F,24,25.1
5626,1.79,69.1,F,23,21.6
5627,1.67,72.4,M,24,25.9
5628,1.76,66.6,F,18,21.4
5629,1.75,73,M,20,23.9
5630,1.75,75.7,M,19,24.7
5631,1.65,63.4,F,19,23.3
5632,1.72,61.9,F,24,21
5633,1.74,71,F,20,23.5
5634,1.79,78.8,F,18,24.5
5635,1.72,73,M,24,24.8
5636,1.8,78.4,M,19,24.3
5637,1.74,72.2,M,19,23.7
5638,1.74,72.9,F,27,23.9
5639,1.82,71.4,F,20,21.5
5640,1.81,67.1,F,18,20.6
5641,1.68,72.2,M,20,25.5
5642,1.72,63.2,F,30,21.3
5643,1.79,64.2,F,19,20.1
5644,1.71,71.5,M,20,24.5
5645,1.64,56.2,F,18,20.8
5646,1.64,66.3,F,19,24.7
5647,1.73,67.9,M,19,22.7
5648,1.83,76.9,F,28,22.9
5649,1.7,64.4,F,21,22.4
5650,1.68,67.6,F,22,24
5651,1.72,70.4,M,22,23.8
5652,1.71,68.7,M,30,23.5
5653,1.71,79.1,M,20,26.9
5654,1.69,72.8,M,22,25.5
5655,1.81,75.9,F,32,23.2
5656,1.69,70.9,F,21,25
5657,1.73,62.6,F,20,21
5658,1.7,62,F,27,21.5
5659,1.67,62.1,F,20,22.3
5660,1.73,66.4,M,18,22.1
5661,1.81,69.2,F,21,21.2
5662,1.77,70.4,M,23,22.5
5663,1.64,60.9,F,23,22.6
5664,1.7,69.2,F,21,24
5665,1.71,72.9,F,19,24.9
5666,1.66,54.7,F,19,19.8
5667,1.71,62.9,M,23,21.6
5668,1.73,73.3,F,21,24.6
5669,1.74,65.7,F,21,21.7
5670,1.79,75,M,18,23.4
5671,1.74,75.2,M,23,24.9
5672,1.72,62.5,M,23,21.2
5673,1.75,73.3,M,24,23.9
5674,1.76,75.2,F,19,24.4
5675,1.79,78.2,M,22,24.4
5676,1.77,75.2,F,20,24.1
5677,1.68,69.5,F,24,24.5
5678,1.75,64.9,F,22,21.3
5679,1.7,61,M,20,21.2
5680,1.77,67.7,F,21,21.7
5681,1.72,66.3,F,25,22.3
5682,1.71,73.4,M,20,25.1
5683,1.74,75,M,27,24.8
5684,1.75,70,M,27,22.9
5685,1.66,55.8,M,26,20.4
5686,1.67,60.6,F,24,21.7
5687,1.7,69.9,M,19,24.1
5688,1.71,60.6,F,20,20.7
5689,1.7,68.6,M,28,23.9
5690,1.73,72.5,F,20,24.3
5691,1.76,65,F,18,21
5692,1.7,58.4,M,22,20.2
5693,1.67,66.2,F,20,23.8
5694,1.72,67.2,F,19,22.8
5695,1.75,76.4,F,22,25
5696,1.74,67.7,F,21,22.4
5697,1.81,79.9,F,24,24.4
5698,1.77,71.8,F,22,22.9
5699,1.69,68.8,M,24,24.1
5700,1.75,75.3,M,32,24.6
5701,1.65,68.7,M,22,25.1
5702,1.79,67.4,F,20,21
5703,1.77,66.4,F,22,21.2
5704,1.77,63.9,F,21,20.5
5705,1.63,62.4,F,19,23.5
5706,1.74,72.3,M,19,23.9
5707,1.7,61,F,20,21.1
5708,1.68,76,M,24,26.8
5709,1.77,84.1,M,26,26.9
5710,1.7,67.8,M,19,23.6
5711,1.75,72.3,F,23,23.7
5712,1.72,68.5,M,18,23.2
5713,1.65,67.5,F,22,24.9
5714,1.64,58.7,F,19,21.9
5715,1.7,71.5,F,23,24.6
5716,1.7,70.6,F,24,24.4
5717,1.72,75.7,M,24,25.7
5718,1.77,70.4,F,26,22.4
5719,1.74,76,F,22,25.2
5720,1.73,69.9,M,21,23.4
5721,1.74,65.7,F,22,21.8
5722,1.74,62.7,F,23,20.7
5723,1.76,77.8,M,18,25
5724,1.75,64.7,F,18,21.2
5725,1.72,65.4,M,24,22.2
5726,1.72,60.8,F,27,20.4
5727,1.79,69.7,F,22,21.8
5728,1.77,68.1,F,19,21.7
5729,1.7,69.3,M,27,24
5730,1.64,58.5,M,20,21.8
5731,1.72,75.1,M,22,25.4
5732,1.75,67.5,F,21,22.1
5733,1.73,72.7,F,23,24.4
5734,1.75,72.6,M,18,23.6
5735,1.71,73.7,M,21,25.3
5736,1.78,71.5,F,21,22.6
5737,1.7,64.3,M,23,22.1
5738,1.75,62.1,M,20,20.3
5739,1.64,62.5,F,22,23.1
5740,1.75,69.8,F,27,22.8
5741,1.68,65.7,M,23,23.4
5742,1.74,68.4,F,20,22.6
5743,1.77,61.9,F,20,19.8
5744,1.77,69.9,M,19,22.4
5745,1.81,75.3,M,19,23.1
5746,1.64,66.2,M,23,24.7
5747,1.62,60.4,F,20,22.9
5748,1.8,70.6,M,21,21.7
5749,1.66,64.5,M,25,23.5
5750,1.8,71,F,30,22
5751,1.78,70.5,F,20,22.2
5752,1.73,72.5,M,18,24.1
5753,1.69,69.4,F,23,24.3
5754,1.78,80.7,M,20,25.5
5755,1.7,70.7,F,21,24.4
5756,1.72,59.7,F,23,20.1
5757,1.69,65.8,F,25,23.1
5758,1.76,73.3,M,26,23.6
5759,1.69,70.7,M,19,24.9
5760,1.76,81.7,M,18,26.2
5761,1.66,65.1,F,19,23.7
5762,1.7,62.5,F,18,21.5
5763,1.71,72.7,M,25,24.8
5764,1.66,61.9,F,30,22.4
5765,1.7,66.7,M,18,23.2
5766,1.8,72,F,26,22.2
5767,1.79,71.6,F,27,22.4
5768,1.69,65.6,F,27,23.1
5769,1.69,67,M,26,23.4
5770,1.74,65.7,M,21,21.8
5771,1.77,63.2,F,19,20.1
5772,1.74,69.9,M,22,23
5773,1.73,70.4,M,23,23.5
5774,1.7,70.6,M,23,24.3
5775,1.74,75.7,M,25,25.1
5776,1.7,67.4,F,24,23.3
5777,1.69,64,F,20,22.4
5778,1.59,59.5,M,21,23.6
5779,1.66,62.4,M,23,22.6
5780,1.68,61.5,F,27,21.7
5781,1.73,61.6,F,25,20.7
5782,1.67,68.5,M,25,24.5
5783,1.75,76.1,M,24,24.9
5784,1.73,67.7,F,19,22.6
5785,1.7,63.8,M,20,22
5786,1.76,72.3,M,20,23.4
5787,1.83,75.4,M,22,22.5
5788,1.59,57.8,M,19,22.9
5789,1.78,75.2,M,19,23.8
5790,1.75,70.8,M,22,23
5791,1.7,68.1,M,21,23.5
5792,1.63,67.1,F,22,25.2
5793,1.72,70.7,M,19,23.9
5794,1.69,64.1,F,27,22.4
5795,1.7,57,F,18,19.7
5796,1.77,71.2,M,18,22.8
5797,1.68,68.8,F,25,24.5
5798,1.75,69.6,F,23,22.8
5799,1.78,70.7,F,27,22.4
5800,1.65,66.2,M,21,24.4
5801,1.82,84.4,M,22,25.4
5802,1.75,68,M,36,22.2
5803,1.67,66,M,21,23.6
5804,1.73,65.5,F,26,22
5805,1.64,71.1,M,21,26.3
5806,1.72,74.1,M,20,25.1
5807,1.7,71.6,F,22,24.9
5808,1.76,70,M,25,22.7
5809,1.71,64.9,M,18,22.1
5810,1.79,79.6,M,26,24.8
5811,1.74,67.2,F,20,22.3
5812,1.69,69,M,23,24.1
5813,1.68,69.9,M,21,24.7
5814,1.74,64.7,F,24,21.4
5815,1.7,73.6,M,26,25.5
5816,1.8,71.6,M,25,22.1
5817,1.76,68.4,M,27,22
5818,1.71,69.4,F,20,23.8
5819,1.71,65.7,F,20,22.5
5820,1.66,59.9,F,23,21.7
5821,1.71,59.6,M,20,20.3
5822,1.67,62.6,F,24,22.4
5823,1.78,81,F,22,25.6
5824,1.72,61.6,M,25,20.9
5825,1.75,74.4,F,25,24.2
5826,1.72,72.3,M,23,24.4
5827,1.77,73.7,F,20,23.6
5828,1.72,73.7,F,24,25
5829,1.71,63.3,F,22,21.7
5830,1.74,67.9,F,25,22.4
5831,1.72,72.1,F,25,24.3
5832,1.71,65.6,F,27,22.4
5833,1.81,84.1,F,21,25.7
5834,1.69,65,M,27,22.8
5835,1.68,67.4,F,25,23.8
5836,1.75,66.7,M,18,21.8
5837,1.66,63.3,F,19,23
5838,1.73,68.3,F,19,22.8
5839,1.75,72.8,F,23,23.7
5840,1.64,59.1,M,21,22
5841,1.78,78.7,M,24,24.9
5842,1.68,64.8,M,21,23
5843,1.67,63.3,F,18,22.7
5844,1.73,69.3,F,26,23.2
5845,1.65,57.1,F,20,20.9
5846,1.66,59.4,F,32,21.6
5847,1.67,73.2,M,18,26.3
5848,1.71,60.3,F,22,20.7
5849,1.76,66.2,F,20,21.3
5850,1.66,67.4,M,21,24.4
5851,1.77,81.4,M,25,25.9
5852,1.74,67.5,F,21,22.3
5853,1.74,81.7,F,18,27
5854,1.69,60.2,F,21,21
5855,1.75,74.3,M,21,24.3
5856,1.7,67.3,M,18,23.2
5857,1.84,80.6,F,22,23.9
5858,1.75,70.1,M,19,23
5859,1.6,67.2,F,24,26.1
5860,1.75,78.4,M,22,25.6
5861,1.82,71.7,M,23,21.8
5862,1.69,56.4,M,25,19.8
5863,1.8,73.1,F,19,22.7
5864,1.79,72.6,F,18,22.7
5865,1.76,65,F,26,20.9
5866,1.72,68.7,F,23,23.2
5867,1.71,79.3,M,23,27
5868,1.69,67.5,M,28,23.7
5869,1.71,67.8,M,19,23.2
5870,1.63,67.4,M,23,25.3
5871,1.79,73.7,F,23,22.9
5872,1.74,73.6,M,18,24.4
5873,1.83,74.9,F,22,22.3
5874,1.74,70.5,M,22,23.2
5875,1.69,67.6,M,21,23.6
5876,1.73,78.9,M,20,26.3
5877,1.66,68.6,F,26,24.9
5878,1.79,71.1,F,23,22.2
5879,1.74,63.6,F,20,21.1
5880,1.74,77.5,M,20,25.6
5881,1.7,71.4,M,22,24.9
5882,1.67,64.4,M,27,23
5883,1.77,66.8,F,21,21.4
5884,1.72,67.1,M,22,22.6
5885,1.81,80.9,F,18,24.7
5886,1.68,66.8,F,24,23.6
5887,1.76,78.5,M,30,25.2
5888,1.7,71.7,F,19,24.8
5889,1.76,73.9,F,20,23.8
5890,1.73,65.5,F,25,21.8
5891,1.67,62.6,M,22,22.5
5892,1.72,64,M,22,21.7
5893,1.74,69.4,F,21,23
5894,1.73,70,F,20,23.4
5895,1.64,62.1,F,20,23.1
5896,1.71,68.5,F,19,23.6
5897,1.72,68.4,M,23,23
5898,1.75,64.9,F,21,21.3
5899,1.67,65.4,M,25,23.3
5900,1.73,70.4,F,26,23.4
5901,1.67,62.9,F,28,22.7
5902,1.72,71.9,M,23,24.4
5903,1.61,61.5,M,23,23.7
5904,1.62,61,F,19,23.2
5905,1.69,63.7,F,22,22.3
5906,1.69,62.7,M,19,22.1
5907,1.8,72.9,F,27,22.4
5908,1.82,67,F,20,20.3
5909,1.65,64,F,21,23.5
5910,1.69,68.2,M,19,23.8
5911,1.75,69.8,M,25,22.7
5912,1.73,73.8,F,23,24.7
5913,1.7,72.9,F,20,25.2
5914,1.73,68.6,M,19,23
5915,1.76,76.6,M,22,24.8
5916,1.75,67.5,F,21,22
5917,1.73,77.5,M,22,26
5918,1.74,75.7,F,25,25.1
5919,1.72,79.3,M,23,26.7
5920,1.75,66.4,F,28,21.6
5921,1.67,68.6,F,22,24.7
5922,1.7,58.9,F,24,20.3
5923,1.67,77.4,M,18,27.8
5924,1.76,67.2,F,21,21.8
5925,1.71,63.7,F,30,21.8
5926,1.73,75.2,M,20,25
5927,1.68,61,F,25,21.5
5928,1.63,63.6,F,23,23.8
5929,1.74,68.6,M,22,22.7
5930,1.73,66.3,M,19,22.2
5931,1.71,64.7,F,22,22.1
5932,1.79,66,F,20,20.7
5933,1.66,65.8,F,20,23.9
5934,1.68,62.8,M,23,22.2
5935,1.73,76.6,F,21,25.5
5936,1.7,70.6,F,24,24.4
5937,1.8,77.1,F,19,23.9
5938,1.75,77.2,F,24,25.2
5939,1.69,64.6,F,23,22.7
5940,1.7,59.4,F,21,20.6
5941,1.73,65.4,F,22,22
5942,1.59,59.5,M,20,23.5
5943,1.78,79.8,F,27,25
5944,1.77,76.9,M,30,24.6
5945,1.67,74.8,M,20,26.7
5946,1.72,57.5,F,22,19.3
5947,1.74,68.2,M,22,22.5
5948,1.67,62.1,F,23,22.4
5949,1.71,74.4,M,21,25.4
5950,1.74,70.9,M,21,23.4
5951,1.76,78.7,F,21,25.4
5952,1.74,73.1,F,21,24
5953,1.8,72.6,F,21,22.4
5954,1.77,69.9,F,21,22.2
5955,1.8,62.9,F,20,19.3
5956,1.82,71,F,30,21.5
5957,1.75,59.3,F,22,19.5
5958,1.71,71.7,M,24,24.5
5959,1.76,73.2,M,23,23.6
5960,1.66,62.6,F,23,22.7
5961,1.68,66.9,F,20,23.6
5962,1.74,70,F,20,23.2
5963,1.79,68.5,F,21,21.4
5964,1.72,67.9,M,20,23
5965,1.81,84.9,F,19,25.9
5966,1.66,68.6,F,22,25
5967,1.76,66.4,F,20,21.5
5968,1.8,74.6,M,24,23.1
5969,1.74,77.6,M,25,25.5
5970,1.74,70.3,F,24,23.2
5971,1.7,64.9,M,23,22.5
5972,1.7,68,M,22,23.6
5973,1.66,62.3,M,20,22.7
5974,1.69,63.1,F,19,22.1
5975,1.81,69.1,F,20,21.1
5976,1.71,63,M,28,21.5
5977,1.82,76.9,F,21,23.3
5978,1.68,62.6,M,19,22.2
5979,1.75,74.9,M,21,24.5
5980,1.68,54.4,F,21,19.2
5981,1.81,68.5,F,21,21
5982,1.74,66.2,F,19,22
5983,1.75,72.4,M,23,23.5
5984,1.71,59.9,F,26,20.4
5985,1.78,65.4,F,23,20.7
5986,1.68,63.6,F,23,22.5
5987,1.67,66.8,M,25,23.9
5988,1.78,70.1,F,23,22.2
5989,1.75,74.3,F,21,24.2
5990,1.86,68.6,F,23,19.8
5991,1.68,62.5,F,25,22.1
5992,1.77,70.2,F,23,22.5
5993,1.72,78.7,M,28,26.7
5994,1.73,65.3,F,22,21.7
5995,1.7,70.6,M,27,24.3
5996,1.78,77.4,M,25,24.5
5997,1.62,55.4,F,24,21.2
5998,1.7,73.5,F,25,25.6
5999,1.82,68.1,F,18,20.5
6000,1.68,61.3,M,26,21.7
6001,1.69,65.1,M,22,22.9
6002,1.73,62.8,F,28,21
6003,1.84,72.4,F,18,21.4
6004,1.74,73.5,M,22,24.3
6005,1.78,78.3,M,19,24.6
6006,1.66,62.5,M,26,22.7
6007,1.68,65.6,M,20,23.3
6008,1.83,76.2,F,23,22.7
6009,1.82,80.6,F,20,24.5
6010,1.71,61.5,M,22,21.2
6011,1.71,71.9,M,23,24.6
6012,1.72,68.9,F,30,23.3
6013,1.63,65.4,F,30,24.6
6014,1.72,64.2,F,19,21.7
6015,1.69,78.3,M,20,27.5
6016,1.74,71.6,M,22,23.7
6017,1.72,60.3,F,28,20.3
6018,1.74,68.7,M,23,22.7
6019,1.71,63.1,F,21,21.5
6020,1.69,70.2,M,22,24.6
6021,1.73,63.7,F,23,21.3
6022,1.78,70.8,F,20,22.3
6023,1.75,75.6,F,26,24.7
6024,1.7,67.6,F,22,23.5
6025,1.69,70.8,F,25,24.7
6026,1.73,72,F,27,24
6027,1.77,70.5,F,20,22.5
6028,1.72,73.5,M,19,24.8
6029,1.78,70.6,M,19,22.2
6030,1.78,75.9,F,20,24
6031,1.77,86.2,F,19,27.6
6032,1.71,68.5,F,18,23.4
6033,1.65,68.7,F,23,25.2
6034,1.71,73.9,M,23,25.2
6035,1.76,64.7,F,30,21
6036,1.7,66.8,F,22,23.2
6037,1.82,70,F,21,21.2
6038,1.71,61.6,M,24,21.1
6039,1.84,72.6,F,22,21.4
6040,1.78,70.2,F,19,22.2
6041,1.69,65.7,F,22,23
6042,1.77,72.8,M,20,23.2
6043,1.68,75.8,M,18,26.7
6044,1.74,64,F,23,21
6045,1.72,69.1,M,21,23.3
6046,1.71,62.3,F,23,21.4
6047,1.7,76.3,M,21,26.4
6048,1.81,65.5,F,27,20.1
6049,1.72,69.6,M,20,23.5
6050,1.66,57.8,F,21,20.9
6051,1.62,62.8,F,22,24
6052,1.77,78.2,F,18,24.9
6053,1.71,79.1,M,20,26.9
6054,1.72,64.4,F,21,21.7
6055,1.79,66.4,F,21,20.8
6056,1.68,63.3,F,25,22.4
6057,1.76,69.7,F,20,22.6
6058,1.67,65.4,M,23,23.5
6059,1.7,67.4,F,22,23.2
6060,1.73,71.7,M,21,24
6061,1.72,72.8,F,19,24.6
6062,1.69,63.9,F,23,22.3
6063,1.76,70.8,M,21,23
6064,1.63,60.4,F,23,22.7
6065,1.7,72.6,F,26,25.1
6066,1.7,62,F,18,21.5
6067,1.77,61.9,F,19,19.8
6068,1.72,58.2,F,21,19.6
6069,1.72,63.7,F,22,21.5
6070,1.7,64.2,F,22,22.3
6071,1.71,73.5,M,22,25.1
6072,1.81,70.5,M,30,21.6
6073,1.69,55.7,F,21,19.6
6074,1.66,62.6,F,21,22.8
6075,1.69,72.2,F,21,25.4
6076,1.75,68.1,M,20,22.3
6077,1.79,74.7,M,18,23.3
6078,1.75,69.3,M,24,22.6
6079,1.74,71.3,F,21,23.6
6080,1.7,59,F,26,20.4
6081,1.68,65.5,M,21,23.2
6082,1.66,68.8,M,20,25
6083,1.7,70,M,25,24.2
6084,1.65,69.3,F,21,25.3
6085,1.67,66.7,M,24,24
6086,1.72,72.5,M,18,24.4
6087,1.74,75.2,F,24,24.7
6088,1.72,69.3,F,23,23.4
6089,1.8,70.4,F,22,21.7
6090,1.76,66.2,M,26,21.3
6091,1.74,75.7,M,25,24.9
6092,1.76,69.6,M,23,22.4
6093,1.67,63.3,F,21,22.7
6094,1.82,73.5,F,20,22.1
6095,1.69,71.3,M,24,24.8
6096,1.84,74.7,M,26,22.2
6097,1.7,66.9,M,23,23.2
6098,1.65,61.5,F,20,22.6
6099,1.7,75,F,30,25.8
6100,1.76,62.3,F,21,20.1
6101,1.69,66.3,F,26,23.4
6102,1.73,69.6,M,18,23.3
6103,1.75,81.4,M,27,26.4
6104,1.71,71.1,M,24,24.3
6105,1.74,70.2,F,24,23.3
6106,1.8,78.1,M,22,24.1
6107,1.72,67.5,F,21,22.9
6108,1.74,68,M,34,22.4
6109,1.69,73.2,M,25,25.7
6110,1.72,74.4,F,22,25.1
6111,1.71,60.4,F,22,20.8
6112,1.79,64.5,F,21,20.2
6113,1.69,61.7,F,23,21.5
6114,1.75,72.8,M,22,23.7
6115,1.69,63.4,F,24,22.1
6116,1.75,70.1,F,18,22.8
6117,1.73,71.3,M,21,23.9
6118,1.71,68,M,23,23.3
6119,1.73,67.4,F,22,22.4
6120,1.69,67.3,M,25,23.7
6121,1.64,63,F,19,23.3
6122,1.7,65.1,F,21,22.6
6123,1.72,77,M,23,26
6124,1.68,66.9,M,23,23.7
6125,1.77,77.6,M,19,24.7
6126,1.68,61.8,M,30,21.9
6127,1.74,70,F,24,23.1
6128,1.68,62.1,F,23,22
6129,1.76,71,M,22,23
6130,1.78,69.7,F,20,21.9
6131,1.75,70.5,M,20,23.1
6132,1.69,60.6,M,30,21.2
6133,1.8,81.1,M,19,24.9
6134,1.75,71.5,M,30,23.2
6135,1.77,75.5,F,18,24.1
6136,1.72,66.3,F,23,22.4
6137,1.77,72.2,F,20,23.1
6138,1.66,65,F,30,23.7
6139,1.63,65.4,M,19,24.5
6140,1.72,64.4,M,19,21.8
6141,1.72,63.7,F,18,21.5
6142,1.68,69.8,M,20,24.7
6143,1.66,58.2,F,23,21.2
6144,1.73,69.7,M,18,23.3
6145,1.76,70.5,M,20,22.8
6146,1.7,66.5,F,26,22.9
6147,1.64,66.9,M,25,24.9
6148,1.73,68,F,28,22.8
6149,1.74,69.2,F,22,22.9
6150,1.66,68.8,M,22,24.9
6151,1.67,65.4,M,22,23.3
6152,1.77,72.2,M,23,23.1
6153,1.66,69.5,M,20,25.3
6154,1.76,70.2,F,21,22.6
6155,1.73,72,M,19,24.2
6156,1.77,74.8,M,21,24
6157,1.74,66.3,F,22,21.8
6158,1.77,81.7,M,19,26.1
6159,1.72,65.1,M,27,21.9
6160,1.74,69,M,26,22.8
6161,1.69,66.8,M,22,23.5
6162,1.67,67.6,M,20,24.1
6163,1.76,70.3,F,25,22.7
6164,1.76,68.4,F,24,22
6165,1.72,65.7,M,23,22.3
6166,1.71,65.5,F,23,22.5
6167,1.83,73.3,M,19,21.9
6168,1.69,64.5,F,21,22.5
6169,1.67,62.7,F,28,22.4
6170,1.65,71,F,26,26
6171,1.77,70.2,F,19,22.5
6172,1.68,66.4,M,23,23.6
6173,1.68,68.5,F,23,24.3
6174,1.71,66.5,M,20,22.8
6175,1.81,66.2,F,24,20.3
6176,1.72,71.6,M,22,24.1
6177,1.72,64,F,21,21.6
6178,1.71,65.7,M,20,22.4
6179,1.75,63.6,F,24,20.9
6180,1.79,75.3,F,18,23.6
6181,1.71,69.3,M,18,23.8
6182,1.68,67.5,M,19,23.9
6183,1.72,65.1,F,27,21.9
6184,1.74,66.2,M,25,21.8
6185,1.81,73.7,F,25,22.4
6186,1.72,74.5,M,20,25.3
6187,1.7,65.5,M,18,22.7
6188,1.75,67.8,F,19,22.1
6189,1.74,80.6,M,24,26.7
6190,1.67,65.2,F,20,23.3
6191,1.77,73.4,F,21,23.3
6192,1.76,75.4,F,21,24.3
6193,1.77,63.7,F,20,20.3
6194,1.78,69.8,F,24,22.1
6195,1.75,68.7,M,19,22.4
6196,1.72,70.3,F,22,23.8
6197,1.72,68.6,F,23,23.2
6198,1.71,67.7,F,20,23.3
6199,1.65,71.6,M,20,26.2
6200,1.75,72.8,M,24,23.9
6201,1.79,71.3,F,20,22.3
6202,1.77,69.4,M,24,22.2
6203,1.73,70.6,F,19,23.6
6204,1.78,69.9,M,22,22.1
6205,1.77,64.4,F,22,20.6
6206,1.76,68,F,32,22
6207,1.78,78.5,M,19,24.9
6208,1.69,70.8,F,23,24.8
6209,1.76,71.3,F,25,23
6210,1.74,70.6,F,23,23.2
6211,1.68,62.1,F,22,22.1
6212,1.75,65.2,M,23,21.4
6213,1.74,71.1,M,20,23.5
6214,1.74,69.9,F,28,23
6215,1.66,63.6,M,25,23
6216,1.82,78,M,20,23.6
6217,1.72,62.9,F,24,21.3
6218,1.73,59.9,M,19,20
6219,1.7,64.9,M,25,22.5
6220,1.72,67,M,24,22.6
6221,1.77,66.6,M,23,21.2
6222,1.74,79.4,M,21,26.3
6223,1.69,66.8,M,22,23.5
6224,1.85,74,M,27,21.7
6225,1.78,66.6,F,21,21.1
6226,1.78,68.2,F,26,21.6
6227,1.69,63.1,M,22,22.2
6228,1.7,68.7,F,24,23.8
6229,1.73,70.6,F,20,23.5
6230,1.73,68.5,M,20,23
6231,1.73,78.5,M,26,26.3
6232,1.71,66.9,F,27,22.8
6233,1.76,73.3,F,23,23.7
6234,1.82,72.1,M,33,21.8
6235,1.8,64.4,F,33,19.9
6236,1.75,70,F,19,22.9
6237,1.68,59.9,M,23,21.1
6238,1.76,67.4,F,24,21.8
6239,1.69,67,F,22,23.5
6240,1.73,71.8,M,19,24
6241,1.7,63.3,F,23,21.8
6242,1.75,79.6,M,19,25.8
6243,1.73,76.9,M,23,25.8
6244,1.71,76.2,M,22,26.1
6245,1.7,74.1,M,21,25.8
6246,1.72,65.8,M,23,22.4
6247,1.7,71.4,F,19,24.6
6248,1.81,81.6,M,21,25
6249,1.79,73.9,M,26,23.2
6250,1.75,74.7,M,21,24.4
6251,1.7,58.3,F,21,20.1
6252,1.69,72.6,M,19,25.3
6253,1.73,71.6,M,30,24
6254,1.71,69.9,M,23,23.8
6255,1.74,64,F,22,21.2
6256,1.81,68,F,24,20.7
6257,1.72,60.5,F,19,20.3
6258,1.78,76.4,M,23,24.2
6259,1.83,71.2,M,23,21.3
6260,1.73,66.8,F,23,22.4
6261,1.76,74.6,M,21,24.2
6262,1.75,63.1,F,21,20.7
6263,1.7,69.1,F,18,23.9
6264,1.82,76.4,M,22,23
6265,1.7,64.7,F,20,22.3
6266,1.74,68.3,M,25,22.5
6267,1.66,59.5,F,28,21.7
6268,1.72,73,F,21,24.7
6269,1.7,67.7,M,27,23.5
6270,1.71,74.8,M,19,25.6
6271,1.69,71.3,M,20,25.1
6272,1.76,67.2,F,19,21.7
6273,1.8,86.4,M,20,26.6
6274,1.77,70.8,F,25,22.5
6275,1.72,64.6,F,21,21.7
6276,1.71,69.5,M,22,23.7
6277,1.85,78.2,F,21,22.8
6278,1.82,73.8,F,18,22.2
6279,1.71,59.4,F,23,20.3
6280,1.74,74.5,M,21,24.7
6281,1.67,62.5,F,25,22.5
6282,1.71,80.4,M,27,27.6
6283,1.74,64.6,F,20,21.4
6284,1.76,62.7,F,19,20.3
6285,1.67,72.5,F,25,25.9
6286,1.73,67.7,F,26,22.7
6287,1.77,74.2,M,21,23.7
